id,family_id,surveydate,participant_age,parent_age,parent_latinx,parent_latinx_txt,parent_race,parent_race_txt,parent_racedescribe,parent_sexassigned,parent_female,parent_gender_txt,parent_education,parent_education_txt,employment_status,employment_status_txt,employment_explain,parent_pob_us,parent_pob_other,nativelang_english,nativelang_txt,nativelang_other,primarylang_english,primarylang_txt,primarylang_other,secondlang,secondlang_type,seriousrelationship,bparentrelationship,nonromantic_caregiver,other_caregiver,other_caregiver_txt,marital_status,marital_status_txt,partner_age,partner_educ,partner_educ_txt,partner_educ_describe,partner_employ,partner_employ_txt,partner_employ_describe,partner_pob_us,partner_pob_other,annual_income,annual_income_txt,in_home_partner,in_home_child,in_home_parent_mom,in_home_parent_dad,in_home_spouse_parent,in_home_friend,in_home_otherfam,live_alone,in_home_other,ppl_in_home_describe,child_age_months,child_female,child_latinx,child_latinx_txt,child_race,child_race_txt,child_race_describe,child_pob_us,child_pob_other,current_num_children,firstchi_age_months,firstchi_female,secondchi_age_months,secondchi_female,thirdchi_age_months,thirdchi_female,fourthchi_age_months,fourthchi_female,fifthchi_age_months,fifthchi_female,mp_1_v2,mp_2_v2,mp_3_v2,mp_4_v2,mp_5_v2,mp_6_v2,mp_7_v2,mp_8_v2,mp_9_v2,mp_10_v2,mp_11_v2,mp_12_v2,mp_13_v2,mp_14_v2,mp_15_v2,mp_16_v2,mp_17_v2,mp_18_v2,mp_19_v2,mp_20_v2,anything_toknow,mp_complete,mp_total,mp_negaff,mp_cogcon,mp_bodsen,mp_soccon,cogstim_1,cogstim_2,cogstim_3,cogstim_4,cogstim_5,cogstim_6,cogstim_7,cogstim_8,cogstim_9,cogstim_10,cogstim_11,cogstim_12,cogstim_13,cogstim_14,cogstim_15,cogstim_16,cogstim_17,cogstim_20,cogstim_21,cogstim_22,cogstim_23,cogstim_24,cogstim_26,paryc_1,paryc_2,paryc_3,paryc_4,paryc_5,paryc_6,paryc_7,paryc_8,paryc_9,paryc_10,paryc_11,paryc_12,paryc_13,paryc_14,paryc_15,paryc_16,crpr_warmth_1,crpr_warmth_2,ps_1,ps_2,ps_3,ps_4,ps_5,ps_6,ps_12,ps_7,ps_8,ps_9,ps_10,ps_11,ps_13,cogstim_total,paryc_setlim,paryc_suppos,paryc_proact,crpr_warmth,ps_consistency,ps_overreactivity,ps_hosility,pospar_total,prfq_1a,prfq_1b,prfq_1c,prfq_1d,prfq_1e,prfq_1f,prfq_complete,prfq_total
140,50,2020-12-01T11:56:46Z,33,33,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,0,0,NA,NA,2,Married/domestic partnership,NA,4,"Some college credit, no degree",,6,Homemaker,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,46.24992515432099,0,0,Not Hispanic or Latinx,5,White,,1,,1,46.24992515432099,0,NA,NA,NA,NA,NA,NA,NA,NA,71,77,100,84,72,100,100,61,61,100,100,100,40,100,80,100,100,72,25,84,,2,81.35,79.8,52.8,96,96.8,5,6,6,4,6,6,5,4,6,5,4,5,4,6,5,6,0,4,2,6,5,6,4,2,5,5,3,6,3,3,4,4,5,4,4,5,5,5,5,6,6,32,26,76,68,83,20,69,86,82,12,6,10,86,4.782608695652174,3.857142857142857,4.571428571428571,4.5,6,57.6,68,9.333333333333334,4.403726708074534,6,6,6,5,5,3,2,5.166666666666667
141,51,2020-12-01T11:15:17Z,29,29,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,7,Bachelor's degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,0,1,2,Biological father,1,"Single, never married",NA,8,Graduate degree,,8,Military,,1,,5,"60,001-90,000",0,1,0,0,0,0,0,0,1,Partner is in the house about 70% of time ,48.34896489197531,0,0,Not Hispanic or Latinx,5,White,,1,,1,48.34896489197531,0,NA,NA,NA,NA,NA,NA,NA,NA,66,64,99,68,100,100,100,92,68,100,100,99,84,100,100,100,89,100,91,100,,2,91,86.8,79.8,99.8,97.6,6,6,6,6,6,6,6,5,6,6,3,5,3,6,6,6,1,6,4,6,5,5,4,5,6,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,93,95,91,17,82,91,97,99,99,0,1,1,33,5.173913043478261,5.428571428571429,6,6,6,65.8,93.6,0.6666666666666666,5.53416149068323,6,6,6,6,6,6,2,6
142,52,2020-12-01T13:19:48Z,35,35,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,6,Associate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,2,"Some high school, no diploma",,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,48.41851388888889,0,0,Not Hispanic or Latinx,5,White,,1,,2,143.55184722222222,1,48.41851388888889,0,NA,NA,NA,NA,NA,NA,50,100,100,100,100,100,100,75,75,100,100,100,50,100,100,100,100,100,30,100,,2,89,90,66,100,100,6,6,5,5,6,6,6,5,6,6,3,3,3,6,5,5,1,6,3,6,6,6,3,4,6,6,5,6,4,5,3,3,6,3,6,6,6,6,6,6,6,100,50,88,32,1,46,38,96,94,50,3,6,90,4.913043478260869,5.142857142857143,4.714285714285714,6,6,72,55,19.666666666666668,4.923395445134576,6,6,6,5,4,6,2,5.5
143,53,2020-12-22T16:28:48Z,38,38,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,68.82288888888888,1,0,Not Hispanic or Latinx,5,White,,1,,1,68.82288888888888,1,NA,NA,NA,NA,NA,NA,NA,NA,100,70,100,100,100,100,100,85,75,100,100,100,75,75,90,100,100,100,65,100,"Metro Nashville Public Schools tested her IQ and she was deemed ""highly gifted"" and enrolled in the gifted Encore program at age 3.",2,91.75,100,74,93,100,0,6,6,2,6,0,5,6,6,4,3,1,4,6,4,6,3,6,6,5,6,6,6,4,4,6,3,5,5,5,6,3,0,6,4,6,5,4,5,6,6,84,57,86,14,28,71,68,96,75,35,5,3,30,4.478260869565218,4.571428571428571,4.428571428571429,4,6,54.2,67.6,14.333333333333334,4.492753623188406,6,6,6,6,6,6,2,6
144,54,2020-12-03T12:19:20Z,37,37,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,2,Employed part time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,60.28378086419753,0,0,Not Hispanic or Latinx,5,White,,1,,1,60.28378086419753,0,NA,NA,NA,NA,NA,NA,NA,NA,79,82,100,100,100,100,100,27,34,100,100,100,62,100,100,100,64,70,28,100,,2,82.3,89.8,46.6,100,92.8,6,6,6,3,6,6,6,5,6,5,5,3,5,6,6,6,3,6,6,5,6,5,4,3,2,4,4,5,3,4,2,3,5,5,5,4,5,4,6,6,6,36,28,26,74,23,39,37,33,17,3,1,2,89,5.260869565217392,3.5714285714285716,4.285714285714286,4.5,6,50.6,29.8,2,4.372670807453416,5,6,6,4,4,6,2,5.166666666666667
145,55,2020-12-04T17:22:50Z,34,34,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,65.15747299382716,0,0,Not Hispanic or Latinx,5,White,,1,,3,124.2908063271605,0,98.25747299382716,1,65.15747299382716,0,NA,NA,NA,NA,85,50,100,100,100,100,100,75,75,100,97,100,70,100,100,85,100,100,70,100,n/a,2,90.35,97,68,99.4,97,6,6,6,1,6,3,5,5,6,4,2,3,4,6,2,6,0,5,5,5,6,6,3,4,4,5,3,5,3,4,5,3,6,3,4,0,5,6,5,6,5,92,72,81,14,70,44,70,98,98,1,2,60,36,4.391304347826087,4,3.857142857142857,5,5.5,59,76,21,4.082815734989648,6,5,5,5,6,6,2,5.5
146,56,2020-12-09T06:58:55Z,31,31,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,38.309697145061726,0,0,Not Hispanic or Latinx,5,White,,1,,2,38.309697145061726,0,11.943030478395062,0,NA,NA,NA,NA,NA,NA,83,71,100,100,100,100,100,75,70,100,100,100,69,100,100,100,100,100,50,100,No developmental delay ,2,90.9,96.6,67,100,100,3,6,5,5,6,5,6,6,6,4,5,3,3,6,5,5,2,6,3,5,5,6,3,3,5,5,3,5,5,5,4,3,6,6,4,6,5,5,4,6,6,50,69,55,12,32,79,73,87,69,0,0,0,34,4.739130434782608,4.428571428571429,4.857142857142857,4.5,6,44,68,0,4.674948240165631,6,6,6,6,6,6,2,6
147,57,2020-12-01T22:17:18Z,32,32,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,6,Homemaker,,1,,5,"60,001-90,000",1,1,0,0,0,0,0,0,0,,44.73095601851852,0,0,Not Hispanic or Latinx,5,White,,1,,1,44.73095601851852,0,NA,NA,NA,NA,NA,NA,NA,NA,23,70,100,60,89,100,100,80,80,100,100,100,60,33,100,100,100,20,30,100,None,2,77.25,58.4,64,86.6,100,5,6,5,6,5,5,4,5,6,4,4,5,2,6,6,6,2,5,6,5,1,5,1,3,5,6,3,2,2,4,3,3,5,1,2,4,5,1,6,6,6,87,90,91,33,76,18,84,100,100,9,0,18,24,4.565217391304348,3.5714285714285716,3.857142857142857,1.5,6,65,75.6,9,3.997929606625259,5,5,4,5,5,5,2,4.833333333333333
148,58,2020-12-02T11:32:10Z,32,32,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,47.649355709876545,1,1,Hispanic/Latinx,5,White,,1,,2,47.649355709876545,1,14.849355709876543,0,NA,NA,NA,NA,NA,NA,100,40,100,100,100,100,100,75,100,100,100,100,60,100,100,100,100,100,70,100,,2,92.25,100,69,100,100,4,5,6,2,6,6,5,6,6,3,2,1,1,6,5,6,1,4,3,5,6,4,0,4,5,4,5,4,5,3,4,4,6,6,4,5,5,4,6,6,6,32,74,85,22,64,94,80,93,88,13,2,1,35,4.043478260869565,4.285714285714286,5.142857142857143,4,6,49.6,83.8,5.333333333333333,4.490683229813665,5,5,5,4,5,6,2,5
149,54,2020-12-10T09:15:26Z,38,38,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,3,Self-employed,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,60.51285725308642,0,0,Not Hispanic or Latinx,5,White,,1,,1,60.51285725308642,0,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,80,60,100,100,100,36,100,100,97,100,100,37,100,Luke has some mild fine and gross motor impairments and goes to OT,2,90.5,100,62.6,100,99.4,3,6,6,4,6,5,6,6,6,5,4,1,4,6,6,6,4,6,5,5,6,5,5,3,4,6,6,3,4,4,4,6,6,6,6,4,6,4,6,6,6,77,76,75,45,50,68,78,83,73,5,4,2,50,5.043478260869565,4.285714285714286,5.428571428571429,5,6,64.6,70.4,3.6666666666666665,4.919254658385094,6,6,6,6,6,6,2,6
151,59,2020-12-01T12:57:39Z,31,31,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,46.28466782407408,0,0,Not Hispanic or Latinx,5,White,,1,,1,46.28466782407408,0,NA,NA,NA,NA,NA,NA,NA,NA,75,70,100,85,100,100,100,93,87,98,100,90,85,100,100,100,100,74,79,100,,2,91.8,86.4,82.8,98,100,5,6,5,2,5,5,4,3,6,4,2,1,3,6,6,5,1,4,3,5,3,6,5,5,4,5,5,4,5,6,5,5,3,6,6,3,4,6,4,6,5,82,84,100,18,50,75,68,90,88,0,0,0,10,4.130434782608695,4.857142857142857,4.285714285714286,6,5.5,58.8,74.2,0,4.424430641821946,6,5,5,6,6,6,2,5.666666666666667
152,60,2020-12-01T13:32:25Z,41,41,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,43.91880594135802,1,0,Not Hispanic or Latinx,5,White,,1,,3,159.05213927469137,1,123.51880594135802,0,43.91880594135802,1,NA,NA,NA,NA,10,70,100,100,100,100,100,75,70,100,95,100,75,85,100,100,100,75,50,100,,2,85.25,77,68,96,100,6,5,6,4,6,5,5,6,6,4,3,2,4,6,4,5,0,6,3,6,6,6,4,6,5,5,5,4,5,5,5,4,6,3,5,3,5,5,6,6,6,78,64,84,19,33,79,88,98,88,0,0,0,21,4.695652173913044,5,4.571428571428571,5,6,53.2,77.2,0,4.755693581780538,6,4,4,6,4,6,2,5
153,61,2021-01-19T15:18:04Z,32,32,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,6,Homemaker,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,59.310888590203106,1,0,Not Hispanic or Latinx,5,White,,1,,1,59.310888590203106,1,NA,NA,NA,NA,NA,NA,NA,NA,59,75,100,61,85,100,100,81,90,100,100,100,85,100,100,100,100,74,73,100,She had a speech delay but has caught up to her peers now.,2,89.15,75.8,80.8,100,100,6,6,5,4,6,6,5,5,6,5,3,2,5,6,4,5,3,6,4,4,5,6,4,3,4,5,4,3,5,4,5,4,3,5,3,4,5,5,5,5,4,76,60,78,30,73,40,92,100,100,0,0,5,24,4.826086956521739,4,4.428571428571429,4,4.5,53.6,81,1.6666666666666667,4.418219461697722,4,3,5,3,4,5,2,4
154,62,2020-12-01T15:09:55Z,41,41,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,51.2543962191358,0,0,Not Hispanic or Latinx,5,White,,1,,2,51.2543962191358,0,20.454396219135802,0,NA,NA,NA,NA,NA,NA,71,81,100,96,64,90,100,75,83,100,100,100,72,100,100,100,100,79,44,100,,2,87.75,82,71,100,98,6,6,6,6,6,6,5,6,6,5,3,1,4,6,6,6,2,6,6,6,6,5,4,5,5,5,5,5,6,6,5,3,6,5,4,5,3,5,6,6,5,96,99,98,0,13,36,93,95,71,4,8,0,0,5.173913043478261,5.285714285714286,4.714285714285714,4.5,5.5,58.6,61.6,4,5.057971014492754,4,4,3,3,4,6,2,4
155,63,2021-01-07T08:47:41Z,39,39,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,36.88278860513739,0,0,Not Hispanic or Latinx,5,White,,1,,2,168.62472408900837,1,36.88278860513739,0,NA,NA,NA,NA,NA,NA,61,51,96,80,86,98,96,60,30,96,95,92,41,73,50,96,95,50,41,97,He is cognitively and developmentally delayed. He also has a speech delay and participates in Occupational and Speech therapy twice a week.  He has an IEP. He was premature emergency C-section born at 34wks. Was in NICU for 17 days. Has eye appt in Feb due to one eye being stronger than other. ,2,74.2,74.6,44.6,81.2,96.4,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,1,6,2,6,6,6,5,4,6,5,4,5,4,4,5,3,6,6,6,6,6,5,6,6,6,61,67,56,63,32,74,82,94,93,15,3,1,58,5.391304347826087,4.571428571428571,5.428571428571429,5.5,6,61,75,6.333333333333333,5.130434782608695,6,6,6,6,6,6,2,6
156,64,2020-12-01T14:51:37Z,37,37,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,0,Ireland,1,English,,1,English,,1,German,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,53.28730594135803,1,0,Not Hispanic or Latinx,5,White,,1,,1,53.28730594135803,1,NA,NA,NA,NA,NA,NA,NA,NA,100,95,100,100,100,100,100,80,100,100,100,100,70,100,100,100,100,100,70,100,,2,95.75,100,83,100,100,4,6,6,2,6,5,5,6,6,6,1,1,2,6,5,5,0,3,5,3,6,6,5,5,5,6,4,5,5,5,6,3,3,6,6,4,5,5,6,6,6,100,77,100,1,50,76,37,70,86,31,23,0,17,4.3478260869565215,5,4.714285714285714,5.5,6,59,63.8,18,4.687370600414079,6,6,6,6,6,6,2,6
157,65,2020-12-01T14:50:08Z,30,30,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,11,Other,Employed part time & Full time student,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,42.05393827160494,0,0,Not Hispanic or Latinx,5,White,,1,,1,42.05393827160494,0,NA,NA,NA,NA,NA,NA,NA,NA,70,20,100,100,100,100,100,65,56,100,100,100,74,100,100,100,100,100,65,100,,2,87.5,94,56,100,100,6,6,6,5,6,6,6,6,6,5,3,1,3,6,6,6,1,6,6,4,5,6,4,5,5,6,5,6,5,4,5,6,6,6,5,6,6,5,6,6,6,50,76,92,15,33,66,65,100,100,0,0,30,31,5,5.142857142857143,5.857142857142857,5,6,52.8,72.8,10,5.333333333333333,6,6,6,6,6,6,2,6
158,66,2020-12-01T16:45:04Z,33,33,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,8,"Greater than $250,000",1,1,0,0,0,0,0,0,0,,37.2565987654321,1,0,Not Hispanic or Latinx,5,White,,1,,2,37.2565987654321,1,9.889932098765431,0,NA,NA,NA,NA,NA,NA,98,62,98,69,81,75,82,66,66,96,100,100,53,70,81,62,59,63,19,86,,2,74.3,81.4,53.2,86.6,76,5,6,6,5,6,6,6,6,6,5,3,2,2,6,5,5,0,5,5,5,6,5,5,5,3,4,3,4,4,4,6,3,6,5,4,3,6,5,5,6,6,74,72,80,21,16,34,35,64,43,1,14,8,18,4.826086956521739,3.857142857142857,4.857142857142857,4.5,6,53,38.4,7.666666666666667,4.513457556935817,4,5,5,4,6,6,2,5
159,67,2020-12-03T18:41:09Z,34,34,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,38.525952546296296,1,0,Not Hispanic or Latinx,5,White,,1,,2,75.65928587962964,0,38.525952546296296,1,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,90,90,100,100,100,90,100,100,100,100,100,90,100,,2,98,100,92,100,100,6,6,6,5,6,6,6,6,6,5,3,1,6,6,5,5,0,6,4,4,6,6,6,1,2,5,3,5,3,2,5,4,6,6,6,3,6,6,6,6,6,35,63,63,55,78,34,71,86,36,0,0,8,74,5.043478260869565,3,5.142857142857143,6,6,58,61,2.6666666666666665,4.39544513457557,6,6,6,6,6,6,2,6
161,69,2020-12-02T16:12:16Z,37,37,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,45.72250617283951,0,0,Not Hispanic or Latinx,5,White,,1,,2,45.72250617283951,0,16.822506172839507,1,NA,NA,NA,NA,NA,NA,88,84,100,100,100,100,100,40,75,100,100,100,65,100,100,100,100,100,70,100,no,2,91.1,97.6,66.8,100,100,6,5,6,5,6,1,6,5,6,6,3,2,3,6,5,6,2,6,5,4,6,6,4,5,5,4,4,5,5,5,5,4,5,6,5,6,6,6,5,6,5,77,67,62,34,68,67,75,89,63,1,0,0,20,4.782608695652174,4.714285714285714,5.285714285714286,5.5,5.5,52,72.4,0.3333333333333333,4.927536231884058,5,4,4,4,5,4,2,4.333333333333333
163,70,2020-12-01T19:27:59Z,45,45,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,51.327036651234565,1,0,Not Hispanic or Latinx,5,White,,1,,2,82.8603699845679,0,51.327036651234565,1,NA,NA,NA,NA,NA,NA,94,90,100,97,100,100,100,90,97,100,100,99,84,96,97,98,98,97,81,95,,2,95.65,97.6,88.4,98.4,98.2,5,6,6,5,6,6,5,6,6,4,2,1,3,6,6,5,1,6,5,2,4,6,4,4,4,6,4,5,4,5,4,3,5,5,4,3,5,4,6,6,6,84,81,49,26,38,50,88,87,96,1,1,0,50,4.608695652173913,4.571428571428571,4.428571428571429,4,6,58,71.8,0.6666666666666666,4.536231884057971,6,4,4,6,5,6,2,5.166666666666667
165,71,2020-12-16T23:31:05Z,39,39,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,5,Out of work but not currently looking for work,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,51.965997299382714,0,0,Not Hispanic or Latinx,5,White,,1,,2,51.965997299382714,0,26.965997299382718,0,NA,NA,NA,NA,NA,NA,76,78,97,98,100,100,100,50,75,100,100,100,50,100,100,100,100,75,50,100,,2,87.45,89.8,60.6,100,99.4,6,6,6,4,6,5,6,6,6,5,1,1,4,6,4,5,1,6,5,4,6,6,4,4,6,5,4,4,4,5,4,4,6,6,5,5,5,5,6,6,6,84,76,92,17,99,76,81,99,100,0,0,25,13,4.739130434782608,4.571428571428571,5.142857142857143,5,6,56.4,91,8.333333333333334,4.817805383022774,5,6,5,4,4,6,2,5
166,72,2020-12-22T08:16:08Z,38,38,0,Not Hispanic or Latinx,2,Asian,,Female,1,Woman,7,Bachelor's degree,1,Employed full time,,0,India,2,Other,Kannada,1,English,,1,Kannada,1,1,NA,NA,NA,2,Married/domestic partnership,NA,9,Other,MBA,1,Employed full time,,0,India,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,37.65627538829152,1,0,Not Hispanic or Latinx,2,Asian,,1,,1,37.65627538829152,1,NA,NA,NA,NA,NA,NA,NA,NA,50,50,70,65,32,80,50,60,50,72,50,59,50,50,81,81,70,67,50,88,No,2,61.25,57.2,52,58,77.8,6,6,6,6,6,6,6,6,6,6,1,3,4,6,5,4,0,6,6,4,6,6,5,4,4,6,5,6,6,4,6,6,6,6,6,3,6,6,6,6,6,50,82,48,38,50,50,78,97,90,3,1,1,70,5.043478260869565,5,5.571428571428571,6,6,57.6,73,1.6666666666666667,5.204968944099379,5,4,6,5,5,6,2,5.166666666666667
167,73,2020-12-03T08:28:59Z,36,36,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,44.81178202160494,1,0,Not Hispanic or Latinx,5,White,,1,,2,44.81178202160494,1,24.811782021604937,1,NA,NA,NA,NA,NA,NA,50,50,90,90,75,75,100,50,30,60,100,100,50,100,100,100,60,60,30,100,,2,73.5,67,42,100,85,5,5,6,3,6,5,5,5,6,1,4,3,3,6,5,5,2,6,6,6,3,6,0,4,3,4,2,3,3,3,3,2,5,5,4,4,2,2,5,6,6,68,69,37,50,13,50,74,89,88,0,0,0,59,4.434782608695652,3.142857142857143,3.7142857142857144,3,6,56.6,62.8,0,3.7639751552795033,3,4,4,4,4,6,2,4.166666666666667
168,74,2020-12-03T09:16:55Z,24,24,0,Not Hispanic or Latinx,5,White,,Male,0,Man,7,Bachelor's degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,4,"Some college credit, no degree",,6,Homemaker,,1,,4,"30,001-60,000",1,1,0,0,0,0,0,0,0,,40.24622492283951,1,0,Not Hispanic or Latinx,6,Other,White and Asian,1,,2,40.24622492283951,1,24.97955825617284,1,NA,NA,NA,NA,NA,NA,70,60,100,90,60,100,100,100,64,100,100,100,85,100,100,100,100,100,80,100,none,2,90.45,84,77.8,100,100,4,6,6,5,6,6,6,6,6,5,1,3,4,6,6,6,1,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,79,92,88,17,91,40,95,100,100,0,0,0,23,5.086956521739131,5.571428571428571,5.857142857142857,5.5,6,59.8,85.2,0,5.505175983436853,6,6,6,6,6,6,2,6
169,75,2020-12-02T17:41:16Z,32,32,0,Not Hispanic or Latinx,5,White,,Male,0,Man,7,Bachelor's degree,1,Employed full time,,1,,1,English,,1,English,,0,,0,NA,NA,NA,NA,4,Divorced,NA,NA,NA,,NA,NA,,NA,,5,"60,001-90,000",0,1,0,0,0,0,0,0,0,,49.79123302469136,1,0,Not Hispanic or Latinx,5,White,,1,,1,49.79123302469136,1,NA,NA,NA,NA,NA,NA,NA,NA,24,30,100,100,100,100,100,100,50,100,100,100,50,50,100,100,100,50,30,100,,2,79.2,74.8,52,90,100,6,6,5,5,6,5,6,4,6,5,2,2,2,6,6,5,0,6,4,5,4,6,4,6,5,6,6,6,6,6,5,4,6,6,5,6,3,6,6,6,6,100,46,98,24,82,50,100,100,100,2,0,50,22,4.608695652173913,5.857142857142857,5.142857142857143,5.5,6,58,86.4,17.333333333333332,5.202898550724638,6,6,6,5,5,6,2,5.666666666666667
